Date,Close,Open,High,Low,Volume
01/06/22,153.63,155.27,155.79,152.20,1070000
31/05/22,155.03,155.36,156.98,153.81,1750000
27/05/22,157.41,154.09,157.47,153.82,672090
26/05/22,153.14,151.01,154.15,150.72,864700
25/05/22,149.01,146.00,149.85,145.29,624480
24/05/22,146.37,148.40,148.40,143.49,774290
23/05/22,148.94,148.49,150.38,147.14,1120000
20/05/22,144.90,145.22,146.05,141.31,1110000
19/05/22,144.11,140.60,145.71,140.13,1460000
18/05/22,141.52,142.03,142.99,140.41,1230000
17/05/22,143.70,141.37,143.76,140.35,848330
16/05/22,138.89,140.82,141.20,137.95,841360
13/05/22,141.42,141.50,143.86,140.16,572710
12/05/22,140.01,138.09,141.05,136.31,1200000
11/05/22,139.53,142.95,145.67,139.42,870730
10/05/22,142.67,145.48,147.15,139.39,1120000
09/05/22,144.23,143.06,147.16,142.32,1080000
06/05/22,144.91,148.52,148.87,142.51,1590000
05/05/22,149.26,154.00,154.00,145.94,1520000
04/05/22,156.50,153.52,156.72,150.49,905810
03/05/22,153.55,153.74,154.87,152.45,1260000
02/05/22,152.34,149.75,152.51,147.95,1030000
29/04/22,149.22,152.11,153.84,148.91,1400000
28/04/22,153.67,152.93,154.55,149.65,859200
27/04/22,151.40,151.14,153.65,150.81,872880
26/04/22,152.04,153.76,154.57,150.58,972040
25/04/22,156.44,155.66,156.76,153.30,928780
22/04/22,157.06,159.36,160.18,156.91,1400000
21/04/22,159.39,166.01,167.36,158.85,985550
20/04/22,164.21,164.99,166.01,163.78,1400000
19/04/22,163.21,160.43,163.44,160.03,1090000
18/04/22,159.44,159.54,160.99,158.21,1030000
14/04/22,160.75,166.00,167.10,159.56,1480000
13/04/22,165.80,151.76,167.81,150.00,2130000
12/04/22,155.05,157.63,159.92,153.67,1470000
11/04/22,157.51,157.45,159.96,157.03,1530000
08/04/22,158.13,157.98,159.32,156.70,1720000
07/04/22,156.91,157.26,157.86,153.84,1680000
06/04/22,156.50,158.17,158.90,156.02,2130000
05/04/22,159.82,161.88,164.50,159.63,1340000
04/04/22,161.32,161.82,162.72,160.93,1200000
01/04/22,161.93,165.09,165.09,161.06,929150
31/03/22,162.10,166.39,167.35,162.10,1160000
30/03/22,166.02,169.12,169.41,164.97,721770
29/03/22,169.34,171.54,173.99,168.19,1240000
28/03/22,166.82,166.02,166.88,162.80,724680
25/03/22,166.74,166.42,167.67,164.25,727750
24/03/22,166.21,164.33,167.09,163.90,888750
23/03/22,164.63,168.31,169.25,163.53,1090000
22/03/22,170.53,169.45,174.21,168.57,1560000
21/03/22,167.83,170.37,171.10,165.80,639660
18/03/22,170.51,168.50,171.50,166.29,1490000
17/03/22,168.93,166.67,169.33,165.96,884870
16/03/22,169.38,163.83,169.65,163.57,2050000
15/03/22,160.99,159.68,161.85,158.28,1740000
14/03/22,157.61,163.00,163.42,156.52,1540000
11/03/22,160.39,165.26,166.98,160.21,1020000
10/03/22,163.79,161.64,164.69,160.17,1040000
09/03/22,164.80,161.34,167.02,160.94,1430000
08/03/22,156.48,159.68,165.03,155.94,1850000
07/03/22,158.47,164.75,166.93,158.21,2030000
04/03/22,164.89,166.51,167.26,161.99,1120000
03/03/22,169.86,171.24,171.72,168.30,892310
02/03/22,169.81,166.84,171.69,166.84,1520000
01/03/22,164.28,171.50,171.60,162.88,1470000
28/02/22,173.26,168.22,174.54,167.68,2440000
25/02/22,171.36,167.34,171.90,166.82,1750000
24/02/22,166.09,157.36,166.78,155.67,1890000
23/02/22,161.87,173.34,173.34,161.43,1330000
22/02/22,171.58,168.61,172.99,168.13,2110000
18/02/22,168.59,172.58,172.71,167.96,1020000
17/02/22,172.62,173.12,174.85,172.28,1380000
16/02/22,175.13,171.90,175.69,171.76,1180000
15/02/22,173.42,174.79,176.80,171.27,1350000
14/02/22,171.77,172.84,174.60,170.57,1150000
11/02/22,172.41,176.01,177.00,170.68,1370000
10/02/22,176.60,177.65,181.75,175.45,1490000
09/02/22,179.78,178.48,180.24,177.86,807620
08/02/22,177.10,176.38,177.91,175.73,1270000
07/02/22,175.07,176.72,178.03,174.78,837640
04/02/22,175.91,175.29,177.50,172.62,1110000
03/02/22,174.92,177.58,179.67,174.59,1210000
02/02/22,178.10,176.90,178.74,175.27,1420000
01/02/22,176.77,173.62,177.30,172.27,1460000
31/01/22,173.59,167.39,173.73,165.74,1350000
28/01/22,169.01,164.64,169.19,162.31,1220000
27/01/22,164.02,169.36,169.95,162.19,2190000
26/01/22,167.31,172.17,175.23,164.87,1690000
25/01/22,169.70,172.80,173.15,167.12,2600000
24/01/22,174.86,164.71,175.61,164.71,3390000
21/01/22,167.67,171.90,172.44,166.02,2630000
20/01/22,171.98,175.06,178.31,171.50,2260000
19/01/22,174.03,180.64,182.36,173.56,3150000
18/01/22,179.94,191.65,192.15,179.46,2770000
14/01/22,192.06,198.92,199.91,189.31,2060000
13/01/22,200.52,207.62,208.97,199.84,1120000
12/01/22,208.09,205.66,209.30,205.20,1240000
11/01/22,205.26,202.47,205.57,199.12,888500
10/01/22,202.47,205.02,206.20,198.45,998500
07/01/22,204.06,203.67,205.00,201.32,1030000
06/01/22,202.63,200.47,202.91,198.17,936260
05/01/22,197.97,203.21,203.50,197.97,1020000
04/01/22,202.62,199.72,204.77,197.56,1520000
03/01/22,197.36,206.68,209.18,194.57,2560000
31/12/21,206.51,206.19,207.96,205.66,296730
30/12/21,206.82,207.52,209.33,206.48,311190
29/12/21,206.93,207.51,208.31,205.77,598910
28/12/21,207.37,207.50,208.58,206.51,360550
27/12/21,207.29,204.31,207.41,203.18,360540
23/12/21,203.91,203.47,205.82,203.03,356330
22/12/21,201.92,200.22,202.38,199.93,445910
21/12/21,200.71,198.39,200.88,197.62,644400
20/12/21,196.19,196.61,197.48,191.91,790260
17/12/21,199.34,204.11,205.29,198.42,2220000
16/12/21,204.57,207.47,210.24,203.93,1060000
15/12/21,205.78,205.96,206.97,203.37,720050
14/12/21,203.61,205.38,208.06,203.07,1160000
13/12/21,205.31,207.62,207.87,204.60,1250000
10/12/21,208.66,211.79,212.32,207.84,1030000
09/12/21,209.77,211.66,213.69,209.61,819150
08/12/21,213.12,213.46,214.62,211.36,694870
07/12/21,213.55,216.19,217.27,212.69,860650
06/12/21,214.01,209.65,216.42,208.73,866290
03/12/21,206.37,215.82,215.99,204.32,1350000
02/12/21,215.59,211.57,216.87,210.09,741670
01/12/21,209.90,214.32,216.27,209.88,966420
30/11/21,209.66,212.73,214.12,209.03,1060000
